target,upper,lower,adj,mode,min_remain,swr,success_rate,eff_success,eff_funded,median_cew,p10_avg_wd,init_wd,alloc,years,with_cfs,floor,env
0.8,0.99,0.7,0.15,amount,3,0.045669288793103446,0.3775,0.3775,0.6847666666666666,3.357540698696375e-10,21007.76451569743,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.15,amount,5,0.045669288793103446,0.38,0.38,0.6848333333333334,3.357540698696375e-10,21007.76451569743,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.15,amount,10,0.045669288793103446,0.385,0.385,0.6851333333333333,3.357540698696375e-10,21007.76451569743,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.15,success_rate,1,0.045669288793103446,0.3135,0.3135,0.6447777777777778,3.0532289256618536e-10,20407.043553451487,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.15,success_rate,3,0.045669288793103446,0.315,0.315,0.6448111111111111,3.0532289256618536e-10,20407.043553451487,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.15,success_rate,5,0.045669288793103446,0.3165,0.3165,0.6448666666666667,3.0532289256618536e-10,20407.043553451487,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.2,amount,1,0.045669288793103446,0.3535,0.3535,0.6722777777777779,3.3575406986963746e-10,20887.45298036943,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.2,amount,3,0.045669288793103446,0.3535,0.3535,0.6722777777777779,3.3575406986963746e-10,20887.45298036943,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.2,amount,5,0.045669288793103446,0.357,0.357,0.6724,3.3575406986963746e-10,20887.45298036943,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.2,amount,10,0.045669288793103446,0.362,0.362,0.6727000000000001,3.3575406986963746e-10,20887.45298036943,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.2,success_rate,1,0.045669288793103446,0.303,0.303,0.6373777777777777,2.958868011642535e-10,20656.96235376067,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.2,success_rate,3,0.045669288793103446,0.306,0.306,0.6374444444444445,2.958868011642535e-10,20656.96235376067,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.25,amount,1,0.045669288793103446,0.342,0.342,0.6640666666666666,3.1475898396811714e-10,20921.88527944238,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.8,0.99,0.7,0.25,amount,3,0.045669288793103446,0.3425,0.3425,0.6640777777777778,3.1475898396811714e-10,20921.88527944238,45669.28879310345,user_baseline_15_75_10,45,True,0.5,user_baseline_15_75_10|y45|cf1|fl0.50
0.95,0.99,0.8,0.05,amount,1,0.03053870192307693,0.735,0.735,0.874411111111111,61579.89066871717,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.8,0.05,amount,3,0.03053870192307693,0.735,0.735,0.874411111111111,61528.245513912334,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.8,0.05,amount,5,0.03053870192307693,0.735,0.735,0.874411111111111,61441.956886944914,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.8,0.05,amount,10,0.03053870192307693,0.7355,0.7355,0.8744444444444444,61152.2529704608,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.8,0.05,amount,1,0.03053870192307693,0.735,0.735,0.874411111111111,61579.89066871717,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.8,0.05,amount,3,0.03053870192307693,0.735,0.735,0.874411111111111,61528.245513912334,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.8,0.05,amount,5,0.03053870192307693,0.735,0.735,0.874411111111111,61441.956886944914,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.8,0.05,amount,10,0.03053870192307693,0.7355,0.7355,0.8744444444444444,61152.2529704608,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.7,0.05,amount,10,0.03053870192307693,0.7355,0.7355,0.8744444444444444,61152.2529704608,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.7,0.05,amount,5,0.03053870192307693,0.735,0.735,0.874411111111111,61444.236054796915,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.7,0.05,amount,1,0.03053870192307693,0.735,0.735,0.874411111111111,61579.89066871717,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.7,0.05,amount,3,0.03053870192307693,0.735,0.735,0.874411111111111,61528.245513912334,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.8,0.05,amount,1,0.03053870192307693,0.735,0.735,0.874411111111111,61579.89066871717,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.8,0.05,amount,5,0.03053870192307693,0.735,0.735,0.874411111111111,61441.956886944914,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.8,0.05,amount,3,0.03053870192307693,0.735,0.735,0.874411111111111,61528.245513912334,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.8,0.05,amount,10,0.03053870192307693,0.7355,0.7355,0.8744444444444444,61152.2529704608,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.7,0.05,amount,10,0.03053870192307693,0.7355,0.7355,0.8744444444444444,61152.2529704608,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.7,0.05,amount,5,0.03053870192307693,0.735,0.735,0.874411111111111,61444.236054796915,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.7,0.05,amount,1,0.03053870192307693,0.735,0.735,0.874411111111111,61579.89066871717,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.7,0.05,amount,3,0.03053870192307693,0.735,0.735,0.874411111111111,61528.245513912334,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.7,0.05,amount,10,0.03053870192307693,0.7355,0.7355,0.8744444444444444,61152.2529704608,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.7,0.05,amount,5,0.03053870192307693,0.735,0.735,0.874411111111111,61444.236054796915,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.7,0.05,amount,1,0.03053870192307693,0.735,0.735,0.874411111111111,61579.89066871717,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.7,0.05,amount,3,0.03053870192307693,0.735,0.735,0.874411111111111,61528.245513912334,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.5,0.05,amount,10,0.03053870192307693,0.7355,0.7355,0.8744444444444444,61152.2529704608,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.5,0.05,amount,5,0.03053870192307693,0.735,0.735,0.874411111111111,61444.236054796915,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.5,0.05,amount,1,0.03053870192307693,0.7345,0.7345,0.8743888888888888,61560.096172834485,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.5,0.05,amount,3,0.03053870192307693,0.7345,0.7345,0.8743888888888888,61513.81534686232,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.5,0.05,amount,1,0.03053870192307693,0.7345,0.7345,0.8743888888888888,61560.096172834485,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.5,0.05,amount,3,0.03053870192307693,0.7345,0.7345,0.8743888888888888,61513.81534686232,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.5,0.05,amount,5,0.03053870192307693,0.735,0.735,0.874411111111111,61444.236054796915,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.9,0.5,0.05,amount,10,0.03053870192307693,0.7355,0.7355,0.8744444444444444,61152.2529704608,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.5,0.05,amount,10,0.03053870192307693,0.7355,0.7355,0.8744444444444444,61152.2529704608,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.5,0.05,amount,3,0.03053870192307693,0.7345,0.7345,0.8743888888888888,61513.81534686232,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.5,0.05,amount,1,0.03053870192307693,0.7345,0.7345,0.8743888888888888,61560.096172834485,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.5,0.05,amount,5,0.03053870192307693,0.735,0.735,0.874411111111111,61444.236054796915,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.7,0.1,amount,1,0.03053870192307693,0.57,0.57,0.7934111111111111,69744.16400579865,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.7,0.1,amount,3,0.03053870192307693,0.57,0.57,0.7934111111111111,69654.92875317717,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.7,0.1,amount,5,0.03053870192307693,0.5705,0.5705,0.7934333333333334,69585.48769475546,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.7,0.1,amount,10,0.03053870192307693,0.5725,0.5725,0.7935666666666666,69307.25990867187,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.5,0.1,amount,5,0.03053870192307693,0.57,0.57,0.7932666666666667,69556.1272579304,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.5,0.1,amount,1,0.03053870192307693,0.569,0.569,0.7932333333333333,69656.90245901627,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.5,0.1,amount,3,0.03053870192307693,0.5695,0.5695,0.7932444444444444,69614.16697833152,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.5,0.1,amount,10,0.03053870192307693,0.572,0.572,0.7934,69293.91589465187,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.7,0.1,amount,1,0.03053870192307693,0.5695,0.5695,0.7933,69722.55259455336,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.7,0.1,amount,3,0.03053870192307693,0.5695,0.5695,0.7933,69610.3544408811,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.7,0.1,amount,5,0.03053870192307693,0.5695,0.5695,0.7933,69487.95638214926,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.95,0.7,0.1,amount,10,0.03053870192307693,0.5725,0.5725,0.7935333333333333,69314.17922618984,22110.93837747822,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.2,0.05,amount,10,0.03053870192307693,0.7355,0.7355,0.8744222222222222,61152.2529704608,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.95,0.99,0.2,0.05,amount,5,0.03053870192307693,0.7345,0.7345,0.8743666666666665,61426.71810789159,22944.88111218372,30538.70192307693,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.5,0.25,success_rate,1,0.04138734375000001,0.217,0.217,0.5827222222222221,2.6335306647187767e-10,20296.413311027904,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.5,0.25,success_rate,3,0.04138734375000001,0.219,0.219,0.5827666666666667,2.6335306647187767e-10,20296.413311027904,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.5,0.2,success_rate,1,0.04138734375000001,0.224,0.224,0.5892888888888889,2.6335306647187767e-10,20225.83250425925,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.5,0.2,success_rate,3,0.04138734375000001,0.2265,0.2265,0.5893444444444444,2.6335306647187767e-10,20225.83250425925,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.7,0.25,success_rate,1,0.04138734375000001,0.223,0.223,0.5881,2.6335306647187767e-10,20262.0505593323,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.7,0.25,success_rate,3,0.04138734375000001,0.2255,0.2255,0.5881555555555555,2.6335306647187767e-10,20262.0505593323,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.5,0.2,success_rate,5,0.04138734375000001,0.229,0.229,0.5894222222222222,2.6335306647187767e-10,20225.83250425925,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.5,0.15,success_rate,1,0.04138734375000001,0.2405,0.2405,0.6013222222222222,2.788342156349787e-10,20314.011238613784,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.8,0.25,success_rate,1,0.04138734375000001,0.2245,0.2245,0.5896777777777777,2.6335306647187767e-10,20252.630189556814,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.7,0.2,success_rate,1,0.04138734375000001,0.229,0.229,0.593,2.6335306647187767e-10,20248.18561929495,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.7,0.25,success_rate,5,0.04138734375000001,0.2275,0.2275,0.5882222222222222,2.6335306647187767e-10,20262.0505593323,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.7,0.2,success_rate,3,0.04138734375000001,0.232,0.232,0.5930666666666666,2.6335306647187767e-10,20248.18561929495,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.95,0.2,0.25,success_rate,1,0.04138734375000001,0.227,0.227,0.5924222222222222,2.6335306647187767e-10,20277.48987659953,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.8,0.25,success_rate,3,0.04138734375000001,0.227,0.227,0.5897333333333333,2.6335306647187767e-10,20252.630189556814,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.8,0.25,success_rate,5,0.04138734375000001,0.2295,0.2295,0.5898222222222222,2.6335306647187767e-10,20252.630189556814,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.5,0.15,success_rate,3,0.04138734375000001,0.2435,0.2435,0.6013888888888889,2.788342156349787e-10,20314.011238613784,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.8,0.2,success_rate,1,0.04138734375000001,0.2325,0.2325,0.5951555555555555,2.6335306647187767e-10,20179.60518043769,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.7,0.2,success_rate,5,0.04138734375000001,0.2345,0.2345,0.5931555555555555,2.6335306647187767e-10,20248.18561929495,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.8,0.2,success_rate,3,0.04138734375000001,0.2355,0.2355,0.5952222222222222,2.6335306647187767e-10,20179.60518043769,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.7,0.15,success_rate,1,0.04138734375000001,0.248,0.248,0.6045777777777778,2.788342156349787e-10,20275.41211087311,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.95,0.5,0.25,success_rate,1,0.04138734375000001,0.231,0.231,0.5958444444444444,2.633530664718777e-10,20170.30435170671,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.5,0.15,success_rate,5,0.04138734375000001,0.2465,0.2465,0.6014666666666667,2.788342156349787e-10,20314.011238613784,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.95,0.2,0.2,success_rate,1,0.04138734375000001,0.237,0.237,0.5992666666666666,2.788342156349787e-10,20342.42257695674,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.8,0.2,success_rate,5,0.04138734375000001,0.238,0.238,0.5953111111111111,2.6335306647187767e-10,20179.60518043769,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.7,0.15,success_rate,3,0.04138734375000001,0.251,0.251,0.6046444444444445,2.788342156349787e-10,20275.41211087311,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.8,0.15,success_rate,1,0.04138734375000001,0.2515,0.2515,0.6063333333333334,2.788342156349787e-10,20338.01194695671,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.95,0.5,0.2,success_rate,1,0.04138734375000001,0.242,0.242,0.6018333333333332,2.788342156349787e-10,20261.327947701102,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.5,0.25,amount,1,0.04138734375000001,0.2565,0.2565,0.6176666666666666,2.7883421563497875e-10,20737.791783037035,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.95,0.5,0.25,success_rate,3,0.04138734375000001,0.233,0.233,0.5958888888888889,2.633530664718777e-10,20170.30435170671,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.7,0.25,success_rate,10,0.04138734375000001,0.2315,0.2315,0.5884888888888888,2.6335306647187767e-10,20262.0505593323,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.5,0.25,amount,3,0.04138734375000001,0.2585,0.2585,0.6177111111111111,2.7883421563497875e-10,20737.791783037035,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.8,0.15,success_rate,3,0.04138734375000001,0.2555,0.2555,0.6064222222222222,2.788342156349787e-10,20338.01194695671,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.5,0.25,amount,5,0.04138734375000001,0.2635,0.2635,0.6178222222222222,2.7883421563497875e-10,20737.791783037035,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
0.85,0.9,0.7,0.15,success_rate,5,0.04138734375000001,0.2545,0.2545,0.6047666666666667,2.788342156349787e-10,20275.41211087311,41387.34375000001,user_baseline_15_75_10,45,True,0.6,user_baseline_15_75_10|y45|cf1|fl0.60
